Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type,Rep,CSR,Qty of Items, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Freight Comment
499263,43984,NORTHSTAR FURNITURE CORP,MAXSNEW,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,3,4093.2,0,PICKUP,Pick Up,1PW,Maspeth,NY,
499264,43984,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,1373.5,0,DELIVERY,Delivery,1PW,Floral Park,NY,
499265,43984,NORTHSTAR FURNITURE CORP,MAXSNEW,DIST,LIGHTING DISTRIBUTOR,AYIN,Edwin Ma,2,373.8,0,PICKUP,Pick Up,1PW,Maspeth,NY,
499266,43984,GREENVALE ELECTRIC SUPPLY,GREEGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,6,851.44,0,PICKUP,Pick Up,1PW,Greenvale,NY,
499267,43984,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,15.3,0,FEDEXG,FedEx Ground,1PW,Chandler,AZ,USE FED/X 124454549
499268,43984,DANIEL DEMARCO & ASSOCIATES,AMWOOD,ARCH,ARCHITECT,HLIT,Dee Erdei,1,38.3,16.17,FEDEXG,FedEx Ground,1PW,Miami,FL,
499269,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,15.98,0,UPSG,UPS Ground,1PW,Madison,AL,USE UPS ACCT#T3301T
499270,43984,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,7.95,0,USPSPP,USPS Parcel Post,1PW,Middletown,CT,USPS LABEL ATTACH
499271,43984,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,113.36,30.25,UPSSC,UPS Standard To Canada,1PW,EDMONTON,AB,
499272,43984,ELECTRICAL WHOLESALE - DRIGGS,ELECDRI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ILSO,Veronica Garcia,3,288.91,15.73,FEDEXG,FedEx Ground,1PW,Driggs,ID,
499273,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,2,95.8,0,UPSG,UPS Ground,1PW,Woodward,PA,USE UPS ACCT#T3301T
499274,43984,FSG LIGHTING - IRVING,FSGLIRV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,1327,62.79,FEDEXG,FedEx Ground,1PW,Irving,TX,
499275,43984,"CREATIVE LIGHTING, LLC",CREAPBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CSNA,Manny Estevez,2,324,109.09,FEDEXSO,FedEx Standard Overnight,1PW,Kennesaw,GA,
499276,43984,BENFIELD ELEC SUPPLY-MT VERNON,BENFMVE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,1,50.64,10.44,FEDEXG,FedEx Ground,1PW,West Nyack,NY,
499277,43984,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,3,216.6,0,FEDEXH,FedEx Home Delivery,1PW,Chino Hills,CA,USE FEDEX ACCT# 876058081    LIGHTHOUSE
499278,43984,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,2.88,21.38,FEDEXG,FedEx Ground,1PW,Rapid River,MI,
499279,43984,DOMINION ELECTRIC - CHANTILLY,DOMICHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,2,228.7,99.91,FEDEXSO,FedEx Standard Overnight,1PW,Westminster,MD,
499280,43984,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,6.26,15.67,FEDEXG,FedEx Ground,1PW,Chattanooga,TN,
499281,43984,COUNTY WHOLESALE ELECTRIC,ECOUORA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HSNY,Karine Adrien,2,625,93.55,FEDEXG,FedEx Ground,1PW,Brea,CA,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
499282,43984,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,FEDEXG,FedEx Ground,1PW,Central Lake,MI,USE FED/X 124454549
499283,43984,NEW STAR,NEWSTA,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,1,3136,0,UPSG,UPS Ground,1PW,CHICAGO,IL,UPS ACCT # 01X3X2
499284,43984,"VIACON, INC.",VIACSTO,DEST,DESIGN STUDIO,HSNY,Verenis Cervantes,3,383.2,15.32,FEDEXG,FedEx Ground,1PW,Stockbridge,GA,
499285,43984,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,FEDEXG,FedEx Ground,1PW,Galveston,TX,USE FED/X 124454549
499286,43984,LAMPS PLUS - INTERNET ACCOUNTS,LPLUCHA,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,JGEC,Maria Hernandez,1,179.55,17.07,FEDEXH,FedEx Home Delivery,1PW,Saint Petersburg,FL,
499287,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,4.39,0,UPSG,UPS Ground,1PW,San Rafael,CA,USE UPS ACCT#T3301T
499289,43984,MAYER ELECTRIC - RICHMOND,MADDUX,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLC,Karine Adrien,3,720,45.2,FEDEXG,FedEx Ground,1PW,Valley Grove,WV,
499292,43984,COOPER ELECTRIC - ELMSFORD,COO2ELM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MOXI,Verenis Cervantes,29,20981.11,111.34,FEDEXG,FedEx Ground,1PW,Glenham,NY,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
499293,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,6,70.04,0,UPSG,UPS Ground,1PW,Clifton,NJ,USE UPS ACCT#T3301T
499294,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,18.95,0,UPSG,UPS Ground,1PW,Isle La Motte,VT,USE UPS ACCT#T3301T
499295,43984,CED-CONTRACTORS ELECTRICAL,CEDSTCR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,10,1202.34,72.39,FEDEXG,FedEx Ground,1PW,Santa Clara,CA,
499296,43984,"BELLACOR.COM, INC.",BELLMEN,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,42.55,0,FEDEXH,FedEx Home Delivery,1PW,Logsden,OR,FedEx Acct: 658318918
499298,43984,"FOSTER ELECTRIC CO., INC",FOSTLYN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLC,Karine Adrien,3,2200,15.28,FEDEXG,FedEx Ground,1PW,Lynchburg,VA,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
499299,43984,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,2.88,0,FEDEXG,FedEx Ground,1PW,Chicago Heights,IL,FEDEX Account #312721961
499300,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,164.64,0,UPSG,UPS Ground,1PW,Gladwin,MI,USE UPS ACCT#T3301T
499301,43984,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,83.16,0,UPSG,UPS Ground,1PW,Miami,FL,
499302,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,107.45,0,UPSG,UPS Ground,1PW,League City,TX,USE UPS ACCT#T3301T
499303,43984,"MIZ LIGHTING, INC.",MIZLTEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,3,933.9,14.67,FEDEXG,FedEx Ground,1PW,Central Islip,NY,
499304,43984,E & W WHOLESALE HARDWARE,EWWHBRO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,1,0,0,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,DO NOT CHARGE FREIGHT
499305,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,33.08,0,UPSG,UPS Ground,1PW,Brentwood,NY,USE UPS ACCT#T3301T
499306,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.7,0,UPSG,UPS Ground,1PW,Fort Worth,TX,USE UPS ACCT#T3301T
499308,43984,CHESTER SOKOLOWSKI,CHES,REP,CURRENT REP,REP,Manny Estevez,15,0,0,FEDEXG,FedEx Ground,1PW,Punta Gorda,FL,DO NOT CHARGE FREIGHT
499309,43984,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,21.49,0,UPSG,UPS Ground,1PW,Fruita,CO,
499311,43984,DISPLAY SUPPLY & LIGHTING,DISPITA,DIST,LIGHTING DISTRIBUTOR,DEND,Dee Erdei,1,59.46,10.46,FEDEXG,FedEx Ground,1PW,Framingham,MA,
499312,43984,JUST BULBS THE LIGHT BULB STOR,SUPERI,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,NYCS,Edwin Ma,1,36,26.64,FEDEXG,FedEx Ground,1PW,New York,NY,
499313,43984,MAYER ELECTRIC - BIRMINGHAM,MAYEBIR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HHPL,Gabriel O'Reilly,2,23.9,30.64,FEDEXG,FedEx Ground,1PW,Birmingham,AL,
499314,43984,CED/COLUMBIA ELECTRIC,CEDCCHR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,200,35.29,FEDEXG,FedEx Ground,1PW,Corpus Christi,TX,
499315,43984,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,56.85,0,FEDEXG,FedEx Ground,1PW,New York,NY,FEDEX Account #312721961
499316,43984,EXPRESSIVE LTG,LAURA,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,1,40,14.95,FEDEXG,FedEx Ground,1PW,Jersey City,NJ,
499317,43984,GEXPRO - DENVER,GEXPDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,1,599.7,17.92,FEDEXG,FedEx Ground,1PW,Littleton,CO,
499318,43984,ROYAL WHOLESALE ELECTRIC,ROYAORE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,STSC,Veronica Garcia,1,682.2,64.95,FEDEXG,FedEx Ground,1PW,Springville,UT,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
499319,43984,FSG LIGHTING - IRVING,FSGLIRV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,1372.5,65.38,FEDEXG,FedEx Ground,1PW,Irving,TX,
499320,43984,"UNBEATABLESALE.COM, INC.",UNBELAK,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,8.88,0,FEDEXG,FedEx Ground,1PW,Lakewood,NJ,FEDEX Account #312721961
499321,43984,WOLFERS LIGHTING INC,WOLFALL,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,ESSL,Verenis Cervantes,6,639.95,51.24,FEDEXG,FedEx Ground,1PW,Burlington,MA,
499322,43984,COMMUNITY LIGHTING & ELECTRIC,COMMLAK,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,12,1887.2,108.5,FEDEXG,FedEx Ground,1PW,Lakewood,NJ,
499327,43985,INDEPENDENT ELECTRIC - PHOENIX,INDEPHO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,WILD,Maria Hernandez,3,0,11.5,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,
499328,43985,CRAWFORD ELECT - SAN ANTONIO,CRAWSAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,47,12,FEDEXG,FedEx Ground,2LA,SAN ANTONIO,TX,
499329,43985,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,44.06,0,FEDEXG,FedEx Ground,2LA,Lake Worth,FL,USE FED/X 124454549
499330,43985,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,28.62,12,FEDEXG,FedEx Ground,2LA,South San Francisco,CA,
499331,43985,"ANIXTER, INC. - ALSIP",ANIXALS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HSNY,Verenis Cervantes,1,47.5,0,UPSG,UPS Ground,2LA,Alsip,IL,UPS ACCOUNT # 60V406
499332,43985,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,2,1666,183,FEDEX2,FedEx 2Day,2LA,Bronx,NY,
499333,43985,KENDALL ELECTRIC-GRAND RAPIDS,KENELI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MLSW,Verenis Cervantes,6,1672.45,27,FEDEXG,FedEx Ground,2LA,Kalamazoo,MI,
499334,43985,WILLIAM T. HOWLEY,HOWL,REP,CURRENT REP,REP,Verenis Cervantes,4,0,0,FEDEXG,FedEx Ground,2LA,HILLSBOROUGH,NJ,DO NOT CHARGE FREIGHT
499335,43985,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,82.52,0,UPSG,UPS Ground,2LA,Irvine,CA,
499336,43985,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,48.97,0,UPSG,UPS Ground,2LA,Waretown,NJ,USE UPS ACCT#T3301T
499337,43985,LIGHTING FRONT,LFROSOA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,17.95,0,FEDEXG,FedEx Ground,2LA,Belgrade,MT,USE FED/X 902651888
499338,43985,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,92.4,0,UPSG,UPS Ground,2LA,El Paso,TX,
499339,43985,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,19.88,0,UPSG,UPS Ground,2LA,Hobe Sound,FL,
499340,43985,MAYER ELECTRIC - CHARLOTTE,MAY2CHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,EGIA,Gabriel O'Reilly,23,4355.05,246,FEDEXG,FedEx Ground,2LA,Charlotte,NC,
499341,43985,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,912,0,FEDEXG,FedEx Ground,2LA,Long Island City,NY,DO NOT CHARGE FREIGHT
499342,43985,GEXPRO - DENVER,GEXPDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,1,3499.3,400,TK-SAIA,SAIA,2LA,Denver,CO,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
499343,43985,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,322.05,250,TK-SAIA,SAIA,2LA,West Bloomfield,MI,
499344,43986,ROYAL BULB & LIGHTING,ROYALB,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,AYIN,Edwin Ma,1,85,0,PICKUP,Pick Up,1PW,QUEENS VILLAGE,NY,
499345,43986,R. BDELAA LIGHTING INC,RBDEFOR,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,1,390,0,PICKUP,Pick Up,1PW,Forest Hills,NY,
499347,43986,CONCORD ELECTRIC SUPPLY,CONCMAR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,5,1489,40.87,FEDEXG,FedEx Ground,1PW,Marshfield,MA,
499348,43986,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,4,189.55,0,DELIVERY,Delivery,1PW,New York,NY,
499349,43986,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,1,640,0,DELIVERY,Delivery,1PW,Maspeth,NY,
499350,43986,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,8,6917.78,0,DELIVERY,Delivery,1PW,Bronx,NY,
499351,43986,CONTINENTAL LIGHTING CORP.,CONLTG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,656,0,DELIVERY,Delivery,1PW,Floral Park,NY,
499352,43986,"LEE & LEE SUPPLIES, INC.",GRANT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,4,2927,0,DELIVERY,Delivery,1PW,Long Island City,NY,
499353,43986,"JESCO LIGHTING GROUP, LLC",JESCO,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,1,0,0,PICKUP,Pick Up,1PW,Port Washington,NY,
499354,43986,WARSHAUER - PARSIPPANY,WAR2PAR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LMLA,Gabriel O'Reilly,3,10394,101.54,FEDEXG,FedEx Ground,1PW,Parsippany,NJ,
499355,43986,LT LIGHTING LLC,LTLIAST,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,AYIN,Edwin Ma,6,149.45,0,PICKUP,Pick Up,1PW,Astoria,NY,
499356,43986,"VIACON, INC.",VIACSTO,DEST,DESIGN STUDIO,HSNY,Verenis Cervantes,1,49.93,0,FEDEXG,FedEx Ground,1PW,Stockbridge,GA,DO NOT CHARGE FREIGHT
499357,43986,"ILLUMINATING TECHNOLOGIES, INC",ILLUGRE,DIST,LIGHTING DISTRIBUTOR,EGIA,Gabriel O'Reilly,28,4997.15,90.73,FEDEXG,FedEx Ground,1PW,Harrisonburg,VA,
499358,43986,"STORETECH, INC.",STORDBE,DEST,DESIGN STUDIO,CHES,Manny Estevez,1,50.15,0,FEDEXSO,FedEx Standard Overnight,1PW,Delray Beach,FL,DO NOT CHARGE FREIGHT
499359,43986,WORLD ELEC SUPPLY-JACKSONVILLE,WORLJAC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ARDD,Verenis Cervantes,1,750,31.48,FEDEXG,FedEx Ground,1PW,Jacksonville,FL,
499360,43986,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,42.98,0,UPSG,UPS Ground,1PW,Orting,WA,USE UPS ACCT#T3301T
499361,43986,E & W WHOLESALE HARDWARE,EWWHBRO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,NYCS,Edwin Ma,1,24,26.3,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
499362,43986,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,7.09,0,UPSG,UPS Ground,1PW,GILBERT,AZ,USE UPS ACCT#T3301T
499363,43986,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,5.36,13.63,FEDEXG,FedEx Ground,1PW,West Orange,NJ,
499364,43986,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,9.88,0,FEDEXH,FedEx Home Delivery,1PW,Brooklyn,NY,DO NOT CHARGE FREIGHT
499365,43986,FSG LIGHTING - IRVING,FSGLIRV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,2,1081,41.11,FEDEXG,FedEx Ground,1PW,Irving,TX,
499366,43986,ONLY WHOLESALE LIGHTING,ONLYCPO,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,AYIN,Edwin Ma,6,1033.25,25.96,DELIVERY,Delivery,1PW,College Point,NY,
499367,43986,BENTONVILLE WINLECTRIC CO-214,BENTBEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,684.75,52.12,FEDEXG,FedEx Ground,1PW,Fayetteville,AR,
499368,43986,JUST BULBS THE LIGHT BULB STOR,SUPERI,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,NYCS,Edwin Ma,2,78,13.32,FEDEXG,FedEx Ground,1PW,New York,NY,
499372,43986,"OK WORKS, INC",OKWORKS,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,DEND,Dee Erdei,3,1641,21.89,FEDEXG,FedEx Ground,1PW,Chicago,IL,
499374,43986,K/E ELECTRIC SUPPLY - LIVONIA,KEE2LIV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MLSE,Verenis Cervantes,2,252,14.81,FEDEXG,FedEx Ground,1PW,Livonia,MI,
499375,43986,AMAZON SELLER CENTRAL,AMASSEA,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,HSNY,Karine Adrien,1,55.98,34.95,FEDEXG,FedEx Ground,1PW,Claremont,CA,
499376,43986,"BELL ELECTRICAL SUPPLIES,INC.",BELL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,504,0,DELIVERY,Delivery,1PW,Woodside,NY,
499377,43986,LUXURY LIGHTING,LUXURY,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,NYCS,Edwin Ma,2,1897.2,0,DELIVERY,Delivery,1PW,Maspeth,NY,
499378,43986,HOWARD LITWACK,HLIT,REP,CURRENT REP,REP,Dee Erdei,4,0,0,FEDEXG,FedEx Ground,2LA,HILLSBOROUGH,NJ,DO NOT CHARGE FREIGHT
499379,43986,KRELL LIGHTING,KRELPRI,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,PBLD,Edwin Ma,9,336.6,15.62,FEDEXG,FedEx Ground,1PW,Ridgewood,NY,
499380,43986,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,147.12,0,UPSG,UPS Ground,1PW,Highland Falls,NY,
499381,43986,GEXPRO - NORFOLK,GEX2NOR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLE,Karine Adrien,1,98.85,32.33,FEDEXG,FedEx Ground,1PW,Dendron,VA,
499382,43986,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,107.33,0,UPSG,UPS Ground,1PW,Phoenix,AZ,USE UPS ACCT#T3301T
499383,43986,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,96.08,0,UPSG,UPS Ground,1PW,Seattle,WA,
499384,43986,MAYER ELECTRIC-CHARLOTTESVILLE,MAYECHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ODLC,Karine Adrien,1,70,10.91,FEDEXG,FedEx Ground,1PW,Charlottesville,VA,
499385,43986,"VALET ENERGY, LLC",VALEFRA,DEST,DESIGN STUDIO,SGRO,Karine Adrien,9,12987,269.69,FEDEXG,FedEx Ground,1PW,Pompano Beach,FL,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
499386,43986,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,2,130.34,0,UPSSC,UPS Standard To Canada,1PW,Etobicoke,ON,USE UPS ACCT# R-40674
499387,43986,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,326.1,0,FEDEXH,FedEx Home Delivery,1PW,Fall City,WA,USE FEDEX ACCT# 876058081     LIGHTHOUSE
499388,43986,VP SUPPLY CORP - GLENS FALLS,VPSUGFA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HOWL,Verenis Cervantes,1,1074.6,96.95,FEDEXG,FedEx Ground,1PW,Glens Falls,NY,
499390,43986,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,184.44,0,UPSG,UPS Ground,1PW,Jacksonville,FL,
499391,43987,"UNITED ELECTRIC SUPPLY CO, INC",UNITCHI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,2829.3,0,PICKUP,Pick Up,2LA,Chino,CA,
499396,43987,"STORETECH, INC.",STORDBE,DEST,DESIGN STUDIO,CHES,Manny Estevez,1,0,0,FEDEXPO,FedEx Priority Overnight,1PW,Delray Beach,FL,DO NOT CHARGE FREIGHT
